,Id,Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Total_spend,Age,Tenure,Total_dependencies,Total_spend_cluster,Income and Expenditure cluster
1130,11096,2n Cycle,Together,0.523112840392927,50,2,2,1,7,2,-0.5193465247930259,72,11,1,0,2
1131,6374,PhD,Married,-0.5534464260316662,50,5,5,2,4,8,-0.3961675195460927,70,11,1,0,1
1132,5552,Master,Divorced,0.07133628354220689,50,6,4,2,5,6,-0.4037477660228271,61,11,2,0,2
1133,2245,Master,Married,-0.19784327414037092,50,3,2,1,4,6,-0.6955872553770995,55,11,2,0,2
1134,6200,Graduation,Married,1.5116588695516222,50,2,6,6,9,3,0.7484496984407942,73,11,1,2,0
1135,9904,Graduation,Married,1.2725765537516633,50,5,6,5,12,3,1.0175484483648638,68,11,1,2,0
1136,10031,PhD,Married,-1.6133674284577693,50,5,3,0,4,8,-0.8585625546268881,48,11,2,0,1
1137,6642,Graduation,Divorced,-1.0682258360486432,50,4,2,1,4,6,-0.7657045352868923,63,11,3,0,1
1138,10882,Graduation,Married,0.34353616303342777,50,4,4,3,6,4,0.7749805611093644,48,12,1,2,0
1139,5636,Graduation,Single,-0.8685666680667626,50,1,4,0,3,8,-0.642525530039959,61,12,0,0,1
1140,8692,Graduation,Together,-0.20732814438154837,50,6,4,1,5,8,-0.5041860318395572,72,12,2,0,2
1141,8091,Graduation,Married,0.8779211707556319,50,1,6,4,6,5,1.1369373303734298,68,12,1,2,0
1142,8080,Graduation,Single,-1.0893680887091448,50,1,0,0,3,4,-0.9173094648215793,38,12,0,0,1
1143,8370,2n Cycle,Together,1.489456854853,50,2,7,3,6,4,1.23737559619016,48,12,1,1,0
1144,4550,Master,Together,-0.7318043770473269,51,1,1,1,3,5,-0.8244514454815836,58,10,1,0,1
1145,3381,Master,Married,0.3695003329673772,51,2,2,0,4,6,-0.7884452747170954,71,10,2,0,2
1146,10556,Graduation,Married,0.40320076577960545,51,4,6,1,6,7,-0.2805687607758939,65,10,1,0,2
1147,9467,Graduation,Single,-0.6695963454096603,51,1,1,0,3,6,-0.9210995880599465,40,10,1,0,1
1148,2891,Graduation,Divorced,1.0991464962132624,51,2,8,9,4,6,0.7996163621587511,61,11,1,2,0
1149,5011,Graduation,Divorced,1.0991464962132624,51,2,8,9,4,6,0.7996163621587511,61,11,1,2,0
1150,8140,Graduation,Together,-1.3084209019886284,51,3,2,1,4,4,-0.7789699666211775,51,11,1,0,1
1151,11039,Graduation,Married,0.242328888392931,51,2,5,2,4,5,-0.3696366568775225,49,11,1,0,2
1152,78,Graduation,Married,-1.1700689679120122,51,1,1,1,2,8,-0.8888835405338255,55,11,1,0,1
1153,5517,Graduation,Married,-1.1700689679120122,51,1,1,1,2,8,-0.8888835405338255,55,11,1,0,1
1154,5290,PhD,Married,-0.30858840712395114,51,5,5,1,5,8,-0.43027862869139727,60,11,2,0,2
1155,4128,PhD,Together,0.4605868801438243,51,2,7,4,7,5,0.4149188534644828,62,11,1,2,2
1156,8534,Graduation,Married,1.0628496464076391,51,4,6,5,13,4,0.9209003057865007,72,11,2,2,0
1157,9592,Graduation,Together,-1.3440289064694733,51,2,2,0,3,8,-0.8964637870105598,41,11,1,0,1
1158,8957,2n Cycle,Single,0.9249746052481771,51,8,6,3,5,6,1.163468193042,72,11,2,2,0
1159,9308,Graduation,Married,0.8184155323151723,51,1,3,4,6,1,0.8905793198795633,70,11,0,2,0
1160,544,Graduation,Married,0.8184155323151723,51,1,3,4,6,1,0.8905793198795633,70,11,0,2,0
1161,5989,2n Cycle,Divorced,1.6414797192213695,51,1,10,2,11,8,2.027616291389716,65,11,1,1,0
1162,635,Master,Married,0.5197216018709419,51,8,9,1,7,8,0.19698676725837022,58,11,2,2,2
1163,6673,Graduation,Single,-1.2662423728714371,51,1,3,0,3,8,-0.7145378715689354,59,11,0,0,1
1164,1710,Graduation,Single,-0.9117519711201683,51,7,6,1,4,9,-0.43027862869139727,46,11,1,0,1
1165,523,Graduation,Married,-0.5415241031028117,51,1,2,0,4,5,-0.8187662606240328,35,11,1,0,1
1166,8977,Basic,Single,-1.6317013117172519,51,1,0,0,3,4,-0.9135193415832121,39,11,0,0,1
1167,9736,Graduation,Married,-0.29274496465405137,51,3,3,0,3,8,-0.7770749050019938,44,12,2,0,1
1169,6575,Graduation,Together,0.47749008465184445,51,8,9,1,7,9,0.2007768904967374,43,12,2,2,2
1170,6147,Graduation,Divorced,-1.142250214411352,51,1,0,1,2,7,-0.9059390951064777,53,12,1,0,1
1171,6354,Graduation,Together,-1.6971946056730918,51,2,1,1,2,8,-0.8699329243419897,40,12,1,0,1
1172,4769,Master,Together,0.5605754284404827,52,7,8,2,6,7,-0.024735442186109537,47,10,2,2,2
1173,7540,Graduation,Married,0.1550044964518113,52,2,2,1,8,2,-0.44733418326404956,72,10,1,0,2
1174,5247,PhD,Married,-0.4583327831103616,52,2,1,0,4,4,-0.8737230475803568,69,10,2,0,1
1175,5987,2n Cycle,Together,-1.9590088171907327,52,2,1,0,4,5,-0.8775131708187239,35,10,1,0,1
1176,9960,Basic,Single,-1.0866127074100318,52,1,1,0,2,7,-0.932469957775048,33,10,1,0,1
1177,10972,Graduation,Widow,1.3206367621804227,52,1,4,3,6,1,0.8204620399697705,75,10,0,2,0
1178,1399,Graduation,Married,1.3528005400373766,52,1,3,7,9,1,1.912017532619517,66,10,0,1,0
1179,2698,Graduation,Single,-0.018531537290401762,52,3,6,3,5,6,-0.17255024848242936,48,11,1,0,2
1180,6340,Graduation,Single,-0.9239392345585528,52,2,1,0,3,6,-0.909729218344845,39,11,1,0,1
1181,4107,PhD,Together,-0.03675944434607239,52,2,4,6,4,5,-0.1535996322905935,76,11,2,0,2
1182,10906,PhD,Together,-0.03675944434607239,52,2,4,6,4,5,-0.1535996322905935,76,11,2,0,2
1183,2557,Master,Single,-0.9446045943019002,52,1,1,1,2,4,-0.9040440334872942,54,11,1,0,1
1184,8786,Master,Married,0.7780385986627857,52,4,6,1,7,6,-0.1062230918110038,68,11,1,0,2
1185,7187,Master,Together,-2.5102970294209572,52,7,4,10,4,3,0.40733860698774843,55,11,2,2,1
1186,6119,PhD,Single,-0.5637261178014339,52,1,1,0,2,6,-0.9267847729174973,61,11,2,0,1
1187,2980,Master,Single,-2.0429419706098675,52,4,3,0,3,8,-0.8926736637721927,72,11,2,0,1
1188,3850,Basic,Together,-1.7198205251869618,52,1,1,0,3,6,-0.8775131708187239,61,12,1,0,1
1189,1077,Graduation,Together,0.4949231701789248,52,1,7,3,4,4,0.9739620311236412,50,12,0,2,0
1190,9733,Basic,Together,-1.191847077795386,52,1,1,1,2,6,-0.8073958909089313,46,12,1,0,1
1191,8462,Basic,Together,-1.191847077795386,52,1,1,1,2,6,-0.8073958909089313,46,12,1,0,1
1192,4764,Master,Together,-0.3673522121377265,52,4,3,1,4,7,-0.6387354068015919,72,12,2,0,1
1193,2223,2n Cycle,Divorced,0.8902673984997345,52,8,8,9,8,6,2.501381696185613,59,12,1,1,0
1194,7788,PhD,Married,-1.263169062960888,53,1,0,0,3,3,-0.9400502042517823,41,10,1,0,1
1195,5827,Graduation,Divorced,-0.6426783896414026,53,4,3,1,3,5,-0.8415070000542358,66,10,2,0,1
1196,2958,Graduation,Married,-1.0032094350099576,53,3,2,1,4,4,-0.8509823081501537,46,10,2,0,1
1197,4954,Graduation,Married,0.04346454193964076,53,6,4,2,5,6,-0.4568094913599675,68,10,2,0,2
1198,3139,2n Cycle,Single,1.416969131445566,53,1,4,4,10,2,2.9296656221211035,42,11,0,1,0
1199,9952,Master,Together,1.6277028127258044,53,1,4,7,5,1,1.1350422687542463,77,11,0,2,0
1200,8180,Master,Divorced,0.6347587711089095,53,3,6,1,5,6,-0.3715317184967061,72,11,2,0,2
1201,3276,2n Cycle,Together,-0.5867759421305522,53,1,3,0,3,7,-0.8111860141472984,48,11,1,0,1
1202,4994,Master,Single,1.6014737022823249,53,1,7,5,13,3,2.3289310888399064,81,11,0,1,0
1203,3598,Graduation,Married,0.8125868411055102,53,4,4,2,12,4,0.18940652078163586,52,11,1,2,2
1204,945,Graduation,Together,-0.5859281325000559,53,2,3,0,4,7,-0.7069576250922011,59,11,1,0,1
1205,5048,PhD,Single,-0.24415487520623175,53,1,3,1,2,8,-0.7107477483305683,53,11,2,0,2
1206,6214,Master,Married,-0.18862334440872355,53,1,2,0,3,6,-0.8092909525281148,42,11,1,0,2
1207,6230,Graduation,Divorced,-0.1565125546536759,53,5,5,0,4,8,-0.6008341744179202,53,11,2,0,2
1208,2968,PhD,Divorced,0.08336458267487326,53,2,7,10,5,6,0.7503447600599779,81,11,0,2,2
1209,8800,PhD,Divorced,0.08336458267487326,53,2,7,10,5,6,0.7503447600599779,81,11,0,2,2
1210,1907,Master,Divorced,0.8343119628869781,53,5,8,4,9,7,1.8400051910905408,74,12,1,1,0
1211,10478,PhD,Married,0.43144342409551373,53,5,11,1,6,9,0.24057318449959272,74,12,2,2,2
1212,4188,Graduation,Single,-0.5569436407574634,53,3,5,2,4,8,-0.2881490072526282,67,12,1,0,1
1213,8720,2n Cycle,Together,-2.5102970294209572,53,0,0,0,1,0,2.2228076381656257,46,12,0,1,1
1216,1131,PhD,Single,0.275234499676569,54,1,2,0,4,3,-0.7789699666211775,57,10,1,0,2
1219,3900,Graduation,Married,0.9702264442759175,54,1,9,2,9,5,0.49830156470856063,52,10,1,2,0
1220,9958,Graduation,Married,0.9702264442759175,54,1,9,2,9,5,0.49830156470856063,52,10,1,2,0
1221,8955,PhD,Together,-0.3668753192205723,54,1,1,1,2,5,-0.8661428011036224,67,10,2,0,1
1222,10033,2n Cycle,Divorced,-0.8590288097236791,54,1,1,0,3,6,-0.8869884789146419,51,10,1,0,1
1223,5751,2n Cycle,Divorced,-0.8590288097236791,54,1,1,0,3,6,-0.8869884789146419,51,10,1,0,1
1224,3308,Graduation,Married,-0.6184098389684457,54,3,2,0,4,4,-0.780865028240361,72,10,2,0,1
1225,7297,Graduation,Single,-2.112886265125813,54,4,3,1,3,7,-0.8509823081501537,51,11,1,0,1
1226,8008,Graduation,Together,-0.5987512531613126,54,1,2,0,4,6,-0.7334884877607714,41,11,1,0,1
1227,1232,PhD,Together,1.2008836518728192,54,1,4,4,8,2,1.3984558338207649,42,11,0,1,0
1228,2345,PhD,Together,1.2008836518728192,54,1,4,4,8,2,1.3984558338207649,42,11,0,1,0
1229,1628,Graduation,Together,1.294036735023601,54,1,9,3,4,4,0.8602583339726259,53,11,0,2,0
1230,5081,2n Cycle,Together,0.023646991826789563,54,1,1,0,3,8,-0.8699329243419897,57,11,2,0,2
1231,839,PhD,Married,-0.09917942839136307,54,1,3,1,4,5,-0.6368403451824083,49,11,1,0,2
1232,3706,Graduation,Single,-0.9923468741192236,54,1,2,2,2,7,-0.780865028240361,46,11,1,0,1
1233,5154,Master,Divorced,-0.5094663014496701,54,1,2,0,3,6,-0.8566674930077045,52,11,1,0,1
1235,6583,2n Cycle,Married,1.3384937525227514,54,1,6,8,6,3,0.9000546279754812,69,11,0,2,0
1236,3433,2n Cycle,Married,1.3384937525227514,54,1,6,8,6,3,0.9000546279754812,69,11,0,2,0
1237,10486,Graduation,Married,1.5773111278131802,54,1,4,4,8,2,0.9171101825481335,76,11,0,2,0
1238,8687,Graduation,Together,0.3071863251258986,54,3,2,3,8,3,-0.03800087352039465,46,11,1,2,2
1239,7842,Graduation,Single,-0.5992811341803728,54,3,3,0,3,8,-0.8187662606240328,56,11,2,0,1
1240,3749,Graduation,Together,1.4069013920834221,54,1,6,5,12,3,2.0351965378664505,51,11,0,1,0
1241,1331,Graduation,Single,-0.6138528622045281,54,2,2,0,3,7,-0.8225563838623999,47,11,1,0,1
1242,5995,Graduation,Divorced,-0.41451162283408366,54,7,6,2,5,8,-0.23129715867712058,62,12,2,0,2
1243,8985,2n Cycle,Together,1.1096381403906541,54,5,10,7,10,6,1.3359188003877065,60,12,1,1,0
1245,7108,Master,Widow,0.21276152752937227,54,6,5,2,5,5,-0.2900440688718118,59,12,2,0,2
1246,2781,Graduation,Single,1.3083435225382263,55,1,4,6,6,2,2.436949601133371,43,10,0,1,0
1247,3623,Graduation,Together,-1.36177992060799,55,3,4,0,3,7,-0.8737230475803568,48,10,1,0,1
1248,194,Graduation,Married,0.033449790679403124,55,1,1,0,3,6,-0.8813032940570912,59,10,2,0,2
1249,10833,Graduation,Married,0.9395463332723324,55,3,8,3,13,6,0.8848941350220125,49,10,1,2,0
1250,2315,Graduation,Divorced,0.5842611099924733,55,1,1,2,2,4,-0.7770749050019938,64,10,1,0,2
1251,6336,Graduation,Married,-0.9569508220460027,55,4,2,0,4,6,-0.868037862722806,64,10,2,0,1
1252,10738,Master,Single,0.10673233561542775,55,1,2,0,3,7,-0.8358218151966851,73,11,2,0,2
1253,8286,PhD,Together,0.23008863685264058,55,1,3,0,4,7,-0.7278033029032206,59,11,1,0,2
1254,2166,2n Cycle,Widow,-0.0315666103592825,55,1,0,1,2,4,-0.9154144032023958,64,11,2,0,2
1255,10691,Master,Married,-0.999076363061288,55,1,1,1,2,6,-0.8775131708187239,64,11,2,0,1
1256,9739,Graduation,Single,-0.6887250501977332,55,2,2,2,2,7,-0.7429637958566893,61,11,1,0,1
1257,1829,PhD,Divorced,0.40187606323195496,55,3,9,5,4,7,1.3757150943905618,63,11,1,1,0
1259,10448,Graduation,Single,-0.01996221604186428,55,5,5,3,5,7,-0.2445625900114057,68,12,1,0,2
1260,1343,Graduation,Together,0.5923682895840942,55,6,8,2,6,7,0.15150528839796412,56,12,2,2,2
1261,4749,Graduation,Together,0.5923682895840942,55,6,8,2,6,7,0.15150528839796412,56,12,2,2,2
1262,531,PhD,Divorced,0.5276698171568447,55,11,8,5,9,6,2.1905915906395044,70,12,1,1,0
1264,1045,Graduation,Together,0.2512838776150483,55,2,5,2,4,7,-0.43027862869139727,59,12,1,0,2
1265,4012,PhD,Together,0.7866226711715608,55,5,7,6,5,6,1.3643447246754603,52,12,1,1,0
1266,5529,PhD,Together,0.8816833259909593,56,7,8,2,5,7,-0.11759346152610534,78,10,3,0,2
1267,4001,PhD,Together,0.8816833259909593,56,7,8,2,5,7,-0.11759346152610534,78,10,3,0,2
1268,10420,Master,Divorced,-0.05217898200072399,56,1,4,2,3,7,-0.5382971409848618,69,10,1,0,2
1269,7723,Graduation,Together,1.4906755811968386,56,1,8,6,6,3,1.769887911180748,45,10,0,1,0
1270,2963,Graduation,Together,1.4906755811968386,56,1,8,6,6,3,1.769887911180748,45,10,0,1,0
1271,10634,Master,Married,0.6378320810194588,56,1,4,2,8,3,-0.18960580305508165,73,10,0,0,2
1272,5180,PhD,Divorced,0.17174873665411336,56,2,4,0,4,7,-0.6766366391852636,56,10,1,0,2
1273,6866,Master,Together,-0.6067524565491215,56,1,1,0,3,5,-0.8945687253913762,55,10,2,0,1
1274,1328,2n Cycle,Married,0.5596746307080803,56,3,4,4,9,3,0.3353262654587721,42,10,1,2,2
1275,1139,PhD,Married,1.3766981739969912,56,1,5,11,5,2,1.9063323477619663,40,10,0,1,0
1276,4961,Master,Together,-1.3840349234085179,56,4,2,1,4,4,-0.8434020616734194,50,10,1,0,1
1277,5177,Master,Married,0.589189003469733,56,2,6,2,6,6,-0.20855641924691753,50,11,1,0,2
1278,2075,Graduation,Married,1.3292208346891978,56,1,3,5,7,1,1.025128694841598,55,11,0,2,0
1279,3428,PhD,Together,1.1290317856882572,56,1,4,9,10,2,2.069307647011755,33,11,0,1,0
1280,4500,PhD,Together,1.1290317856882572,56,1,4,9,10,2,2.069307647011755,33,11,0,1,0
1281,7369,Master,Married,-0.5519097710763916,56,2,2,0,3,8,-0.8415070000542358,43,11,1,0,1
1282,4381,PhD,Married,-0.04831085056158458,56,7,3,1,6,6,-0.5136613399354751,53,11,2,0,2
1283,9964,Graduation,Single,0.7656923709186831,56,1,4,2,8,4,-0.15549469390977708,45,11,1,0,2
1284,1630,Graduation,Single,0.7656923709186831,56,1,4,2,8,4,-0.15549469390977708,45,11,1,0,2
1285,5012,Graduation,Married,-0.9900153976353587,56,1,1,0,3,8,-0.8945687253913762,35,11,1,0,1
1286,6918,Graduation,Married,-0.9900153976353587,56,1,1,0,3,8,-0.8945687253913762,35,11,1,0,1
1287,7822,Graduation,Together,0.35413378341463164,56,2,4,6,8,3,0.29552997145591675,48,11,1,2,2
1289,3033,Master,Together,-0.46389653381049356,56,1,2,5,3,3,-0.35637122554323736,61,11,0,0,1
1290,4119,Master,Together,-0.46389653381049356,56,1,2,5,3,3,-0.35637122554323736,61,11,0,0,1
1291,11110,Graduation,Single,-2.3247326965460777,56,0,0,0,0,14,-0.9495255123477003,51,11,1,0,1
1292,332,Graduation,Married,0.01951391987812006,56,3,4,1,6,6,-0.43785887516813166,67,11,1,0,2
1294,10319,Graduation,Married,1.0029730912538375,56,4,3,4,11,8,1.4780484218264756,53,11,1,1,0
1295,2683,Graduation,Married,0.26696835577922995,56,4,6,4,12,6,0.7655052530134465,55,11,2,2,2
1296,3445,Graduation,Single,0.7068225897010958,56,2,7,4,10,5,0.8545731491150751,68,11,0,2,0
1297,10913,Master,Single,-0.8472654511005429,56,1,1,0,2,8,-0.9078341567256614,40,12,1,0,1
1300,2066,Graduation,Together,-0.4531399491235717,56,1,2,1,3,6,-0.7429637958566893,75,12,1,0,1
1301,3340,Graduation,Married,-0.28405491594146426,56,6,7,1,6,8,-0.13275395447957403,47,12,1,0,2
1302,8685,Graduation,Married,-0.28405491594146426,56,6,7,1,6,8,-0.13275395447957403,47,12,1,0,2
1303,4149,PhD,Together,1.5242170497033487,57,1,5,9,6,2,1.595542242215858,76,10,0,1,0
1304,8726,2n Cycle,Divorced,-0.300004334615176,57,5,3,1,4,6,-0.629260098705674,60,10,2,0,2
1305,2295,PhD,Married,0.8104673170292694,57,1,5,3,13,3,0.6044250153828415,70,10,1,2,0
1306,3283,2n Cycle,Married,1.2482550149768006,57,2,6,2,12,3,0.7636101913942629,52,10,1,2,0
1307,1915,PhD,Married,1.6725307469382966,57,1,8,5,6,3,1.8968570396660485,73,11,0,1,0
1308,800,Graduation,Together,-0.15169063738022814,57,2,1,0,3,4,-0.8983588486297435,64,11,2,0,2
1309,9166,Graduation,Married,0.8791928852013764,57,3,4,4,12,2,0.712443527676306,56,11,1,2,0
1311,13,PhD,Widow,-1.166624741288121,57,2,1,0,3,6,-0.8983588486297435,77,11,1,0,1
1312,8557,Graduation,Single,-2.5102970294209572,57,2,2,0,3,6,-0.8718279859611732,42,11,1,0,1
1313,8724,Graduation,Single,-0.9965859222717052,57,2,2,0,3,6,-0.8718279859611732,42,11,1,0,1
1314,9381,Graduation,Married,1.0066822583872588,57,7,4,2,10,3,0.18940652078163586,46,11,2,2,2
1315,9384,Graduation,Married,1.0066822583872588,57,7,4,2,10,3,0.18940652078163586,46,11,2,2,2
1320,5123,Master,Married,-1.0557736321007287,57,1,2,1,3,7,-0.6880070089003653,73,11,0,0,1
1321,448,PhD,Single,0.3976900031813795,57,2,6,2,11,5,0.5475731668073339,46,11,1,2,2
1322,4837,PhD,Married,1.268920374720148,57,2,8,5,13,4,1.5140545925909636,59,11,1,1,0
1323,9365,PhD,Single,0.668989084940198,57,5,11,3,5,6,1.4609928672538233,48,12,1,1,0
1324,8932,Master,Together,0.9432555004057537,57,4,9,6,6,6,1.9423385185264546,55,12,1,1,0
1325,7055,PhD,Together,0.7225070678652775,57,2,8,5,11,5,0.9758570927428248,72,12,1,2,0
1326,3537,Graduation,Together,-0.8629499292647246,57,3,3,0,4,8,-0.8092909525281148,43,12,1,0,1
1327,9081,Graduation,Single,-1.4230871545132542,58,1,1,1,2,5,-0.9116242799640285,36,10,1,0,1
1328,4988,PhD,Married,-0.6838501448223795,58,3,1,1,4,4,-0.8415070000542358,76,10,2,0,1
1329,1050,Graduation,Married,-1.0090381262196197,58,1,2,1,4,2,-0.8358218151966851,72,10,0,0,1
1330,5610,Graduation,Together,-0.737527092053177,58,2,1,0,3,7,-0.8907786021530091,59,10,2,0,1
1331,3526,PhD,Married,-0.473275427847859,58,2,1,0,3,7,-0.8869884789146419,56,10,2,0,1
1332,5136,Graduation,Single,0.9515746324049987,58,7,9,4,8,6,0.5532583516648847,51,10,1,2,0
1334,701,Graduation,Married,1.3944491881355077,58,2,6,2,8,2,1.2752768285738316,53,11,1,1,0
1335,6203,Graduation,Together,1.4365217410488869,58,1,6,7,12,3,2.3270360272207227,77,11,0,1,0
1336,7192,Graduation,Together,0.9735646946959967,58,2,2,4,10,1,0.07380776201143702,69,11,1,2,2
1337,5181,Basic,Single,-1.219135950276986,58,1,1,0,2,9,-0.9135193415832121,42,11,1,0,1
1339,7734,Graduation,Absurd,1.6886921180196326,58,1,4,10,7,1,1.3453941084836245,31,12,0,1,0
1341,5524,Graduation,Single,0.5703252391911902,58,3,8,10,4,7,2.105313817776243,67,12,0,1,0
1342,3830,Master,Married,0.6347587711089095,59,1,4,4,7,3,-0.08916753723835151,71,10,2,0,2
1343,5186,PhD,Married,0.5885531462468608,59,2,7,4,9,6,0.42628922317958434,69,10,1,2,2
1344,8514,Graduation,Together,-0.9483137614353215,59,1,1,0,3,6,-0.9210995880599465,48,10,1,0,1
1345,7165,Graduation,Together,0.9060578528677282,59,2,8,2,10,5,0.6006348921444744,52,11,1,2,0
1346,10236,Master,Single,-0.8591877740293972,59,2,2,0,3,8,-0.8377168768158686,49,11,1,0,1
1347,2392,Graduation,Married,-0.37376377246835485,59,2,3,0,3,7,-0.7657045352868923,52,11,2,0,1
1348,1920,Graduation,Married,-0.37376377246835485,59,2,3,0,3,7,-0.7657045352868923,52,11,2,0,1
1349,3673,Graduation,Single,0.4167127317656404,59,3,7,5,11,5,0.5172521809003965,53,11,1,2,2
1350,1453,PhD,Widow,0.5372076754999282,59,2,9,3,13,6,1.0497644958909849,81,11,0,2,0
1352,8969,Graduation,Married,1.2971630330360562,59,4,5,5,11,3,1.2032644870448554,47,11,1,2,0
1353,387,Basic,Married,-2.112886265125813,59,1,2,0,3,8,-0.8434020616734194,48,12,0,0,1
1354,1079,PhD,Married,1.3032036766533424,59,3,3,4,9,8,1.099036097989758,53,12,1,2,0
1355,164,PhD,Married,-0.9750727528978613,59,2,5,1,5,8,-0.4492292448832332,47,12,0,0,1
1358,8418,2n Cycle,Single,-0.4574849734798653,60,2,2,0,3,7,-0.8434020616734194,66,10,2,0,1
1359,5300,Master,Married,-0.44582759106054104,60,1,2,1,2,7,-0.8263465071007671,51,11,1,0,1
1360,10424,Graduation,Single,1.5126656434878365,60,1,4,4,9,1,1.4951039763991278,56,11,0,1,0
1361,11171,Master,Married,0.5080112313497116,60,7,6,3,5,7,-0.18013049495916372,59,11,3,0,2
1362,1600,Master,Married,0.5080112313497116,60,7,6,3,5,7,-0.18013049495916372,59,11,3,0,2
1363,7851,Graduation,Widow,1.2076131408148838,60,1,3,7,11,1,0.795826238920384,75,11,0,2,0
1364,10701,Graduation,Married,0.9502499298573482,60,1,7,8,12,4,1.3359188003877065,51,11,0,1,0
1365,891,Master,Together,-0.957851619778405,60,1,1,0,2,5,-0.9381551426325988,73,11,2,0,1
1366,6912,PhD,Married,0.8409884637271365,60,1,6,3,12,4,0.5039867495661114,57,11,2,2,0
1367,5967,Graduation,Together,-0.7403884495561021,60,3,2,1,3,8,-0.8263465071007671,72,11,2,0,1
1370,8537,Graduation,Widow,1.3389176573379995,60,1,3,10,7,2,1.7490422333697286,75,11,0,1,0
1371,9576,PhD,Together,-0.798092492531757,60,3,4,0,4,9,-0.6576860229934278,42,11,1,0,1
1372,5935,Master,Single,0.41909719635141124,60,3,7,5,8,5,0.48882625661264273,68,12,1,2,2
1373,10264,Graduation,Divorced,-1.7002679155836409,60,2,1,1,2,7,-0.900253910248927,45,12,1,0,1
1374,234,Graduation,Divorced,-1.7002679155836409,60,2,1,1,2,7,-0.900253910248927,45,12,1,0,1
1375,3202,PhD,Married,0.2219284691591136,60,1,4,4,10,8,1.4098262035358664,37,12,0,1,0
1377,610,PhD,Together,0.3294943160283327,60,8,7,2,6,8,-0.04937124323549617,71,12,2,2,2
1378,4480,Master,Married,0.6918799449635984,61,5,7,2,5,6,-0.1990811111509996,51,10,1,0,2
1379,10660,Master,Married,1.0253870583600835,61,3,8,2,4,7,-0.12896383124120686,67,10,2,0,2
1380,9353,Graduation,Single,0.7988099346099452,61,2,5,5,4,3,0.9265854906440515,65,10,1,2,0
1381,4120,2n Cycle,Single,0.11335584835368016,61,2,6,1,4,7,-0.2597230829648744,49,11,1,0,2
1382,2836,PhD,Married,-0.21755484804941008,61,1,1,0,2,8,-0.92299464967913,52,11,1,0,2
1383,9579,PhD,Married,-0.7213127328699351,61,3,2,2,2,8,-0.7581242888101579,65,11,3,0,1
1384,5841,Graduation,Together,0.7163604480441792,61,5,10,3,8,7,0.6176904467171267,58,11,1,2,0
1387,2061,Graduation,Married,0.1781602969847417,61,1,2,0,4,6,-0.7713897201444431,69,11,1,0,2
1388,8477,Graduation,Divorced,-1.1246581645785536,61,1,1,0,3,7,-0.9059390951064777,68,11,3,0,1
1389,640,Graduation,Married,0.5261331622015701,61,2,7,6,10,5,0.9853324008387427,73,11,1,2,0
1390,3828,Graduation,Married,1.257527932810354,61,2,7,6,13,4,1.5557459482130027,73,11,1,1,0
1391,4093,Master,Together,0.3114783613802861,61,7,4,3,5,5,-0.13275395447957403,49,11,2,0,2
1394,368,Graduation,Married,-0.38817653618679204,61,3,3,2,6,5,-0.40943295088037784,50,12,1,0,2
1395,3599,Graduation,Married,0.864197252361973,61,3,8,4,8,5,1.815369390041154,54,12,1,1,0
1396,3389,Graduation,Married,1.1467298117248677,61,4,8,9,13,5,1.9461286417648216,54,12,1,1,0
1397,10710,Graduation,Married,-2.112886265125813,61,1,1,0,2,8,-0.9248897112983137,45,12,1,0,1
1398,7118,Graduation,Married,1.4003838555489818,61,2,9,5,6,6,1.9366533336689038,67,12,1,1,0
1399,4937,2n Cycle,Married,-0.06786346016490569,62,1,1,0,3,7,-0.8756181091995404,51,10,2,0,2
1401,833,Master,Married,-0.47279853493070484,62,3,3,0,3,7,-0.8225563838623999,69,10,2,0,1
1402,3565,Master,Married,-0.47279853493070484,62,3,3,0,3,7,-0.8225563838623999,69,10,2,0,1
1405,4697,Master,Divorced,-0.6336704123173793,62,3,7,1,5,8,-0.21992678896201906,75,11,0,0,1
1406,182,PhD,Together,-0.1722500209197636,62,4,6,2,5,8,-0.20666135762773394,78,11,1,0,2
1407,1165,PhD,Single,0.17773639216949355,62,9,6,2,7,6,-0.01905025732855877,66,11,2,2,2
1410,2678,Graduation,Single,-0.6868704666310226,62,3,5,0,3,9,-0.5629329420342484,34,11,1,0,1
1411,5790,Graduation,Married,-0.8592937502332092,62,2,2,0,3,8,-0.8225563838623999,39,11,1,0,1
1412,236,Graduation,Married,-0.6642975352190584,62,3,2,1,4,6,-0.6368403451824083,73,11,2,0,1
1413,6001,Graduation,Married,0.4981024562932859,62,2,5,8,10,5,0.8166719167314034,45,11,1,2,0
1414,6250,PhD,Widow,0.3699242377826254,62,3,11,2,8,8,0.5096719344236622,75,12,1,2,2
1415,1168,PhD,Married,1.3132714160154861,62,1,4,6,10,2,1.695980508032588,46,12,0,1,0
1416,10749,Graduation,Single,-2.0849085473194346,62,15,0,1,0,19,-0.6216798522289396,33,12,0,0,1
1417,2926,Master,Together,0.4544402603227261,62,3,3,6,11,8,1.6448138443146312,72,12,1,1,0
1418,716,PhD,Together,1.0881779591187164,63,3,6,7,11,3,0.8905793198795633,75,10,1,2,0
1419,6544,PhD,Together,1.0881779591187164,63,3,6,7,11,3,0.8905793198795633,75,10,1,2,0
